"","animal","iron","infect","weight","day","txt","logweight"
"477","A21","Iron","Infected",295,599,4,5.68697535633982
"478","A21","Iron","Infected",305,627,4,5.72031177660741
"479","A21","Iron","Infected",310,655,4,5.73657229747919
"480","A21","Iron","Infected",310,668,4,5.73657229747919
"481","A21","Iron","Infected",320,723,4,5.76832099579377
"482","A21","Iron","Infected",320,751,4,5.76832099579377
"483","A21","Iron","Infected",300,781,4,5.7037824746562
"484","A22","Iron","Infected",100,122,4,4.60517018598809
"485","A22","Iron","Infected",125,150,4,4.8283137373023
"486","A22","Iron","Infected",125,166,4,4.8283137373023
"487","A22","Iron","Infected",145,179,4,4.97673374242057
"488","A22","Iron","Infected",155,219,4,5.04342511691925
"489","A22","Iron","Infected",175,247,4,5.16478597392351
"490","A22","Iron","Infected",185,276,4,5.22035582507832
"491","A22","Iron","Infected",195,296,4,5.27299955856375
"492","A22","Iron","Infected",190,324,4,5.24702407216049
"493","A22","Iron","Infected",185,354,4,5.22035582507832
"494","A22","Iron","Infected",200,380,4,5.29831736654804
"495","A22","Iron","Infected",216,445,4,5.37527840768417
"496","A22","Iron","Infected",215,478,4,5.37063802812766
"497","A22","Iron","Infected",225,508,4,5.41610040220442
"498","A22","Iron","Infected",245,536,4,5.50125821054473
"499","A22","Iron","Infected",245,569,4,5.50125821054473
"500","A22","Iron","Infected",250,599,4,5.52146091786225
"501","A22","Iron","Infected",260,627,4,5.56068163101553
"502","A22","Iron","Infected",275,655,4,5.61677109766657
"503","A22","Iron","Infected",280,668,4,5.63478960316925
"504","A22","Iron","Infected",305,723,4,5.72031177660741
"505","A22","Iron","Infected",310,751,4,5.73657229747919
"506","A22","Iron","Infected",320,781,4,5.76832099579377
"507","A23","Iron","Infected",110,122,4,4.70048036579242
"508","A23","Iron","Infected",135,150,4,4.90527477843843
"509","A23","Iron","Infected",150,166,4,5.01063529409626
"510","A23","Iron","Infected",160,179,4,5.07517381523383
"511","A23","Iron","Infected",165,219,4,5.10594547390058
"512","A23","Iron","Infected",185,247,4,5.22035582507832
"513","A23","Iron","Infected",185,276,4,5.22035582507832
"514","A23","Iron","Infected",200,296,4,5.29831736654804
"515","A23","Iron","Infected",205,324,4,5.32300997913841
"516","A23","Iron","Infected",210,354,4,5.34710753071747
"517","A23","Iron","Infected",225,380,4,5.41610040220442
"518","A23","Iron","Infected",238,445,4,5.47227067367148
"519","A23","Iron","Infected",245,478,4,5.50125821054473
"520","A23","Iron","Infected",255,508,4,5.54126354515843
"521","A23","Iron","Infected",270,536,4,5.59842195899838
"522","A23","Iron","Infected",270,569,4,5.59842195899838
"523","A23","Iron","Infected",270,599,4,5.59842195899838
"524","A23","Iron","Infected",285,627,4,5.65248918026865
"525","A23","Iron","Infected",290,655,4,5.66988092298052
"526","A23","Iron","Infected",300,668,4,5.7037824746562
"527","A23","Iron","Infected",310,723,4,5.73657229747919
"528","A23","Iron","Infected",320,751,4,5.76832099579377
"529","A23","Iron","Infected",325,781,4,5.78382518232974
"530","A24","Iron","Infected",115,122,4,4.74493212836325
"531","A24","Iron","Infected",140,150,4,4.9416424226093
"532","A24","Iron","Infected",150,166,4,5.01063529409626
"533","A24","Iron","Infected",160,179,4,5.07517381523383
"534","A24","Iron","Infected",165,219,4,5.10594547390058
"535","A24","Iron","Infected",190,247,4,5.24702407216049
"536","A24","Iron","Infected",195,276,4,5.27299955856375
"537","A24","Iron","Infected",205,296,4,5.32300997913841
"538","A24","Iron","Infected",210,324,4,5.34710753071747
"539","A24","Iron","Infected",215,354,4,5.37063802812766
"540","A24","Iron","Infected",225,380,4,5.41610040220442
"541","A24","Iron","Infected",240,445,4,5.48063892334199
"542","A24","Iron","Infected",245,478,4,5.50125821054473
"543","A24","Iron","Infected",255,508,4,5.54126354515843
"544","A24","Iron","Infected",270,536,4,5.59842195899838
"545","A24","Iron","Infected",270,569,4,5.59842195899838
"546","A24","Iron","Infected",280,599,4,5.63478960316925
"547","A24","Iron","Infected",295,627,4,5.68697535633982
"548","A24","Iron","Infected",300,655,4,5.7037824746562
"549","A24","Iron","Infected",305,668,4,5.72031177660741
"550","A24","Iron","Infected",340,723,4,5.82894561761021
"551","A24","Iron","Infected",345,751,4,5.84354441703136
"552","A24","Iron","Infected",365,781,4,5.89989735358249
"553","A25","Iron","Infected",105,122,4,4.65396035015752
"554","A25","Iron","Infected",125,150,4,4.8283137373023
"555","A25","Iron","Infected",125,166,4,4.8283137373023
"556","A25","Iron","Infected",145,179,4,4.97673374242057
"557","A25","Iron","Infected",145,219,4,4.97673374242057
"558","A25","Iron","Infected",155,247,4,5.04342511691925
"559","A25","Iron","Infected",170,276,4,5.13579843705026
"560","A25","Iron","Infected",175,296,4,5.16478597392351
"561","A25","Iron","Infected",175,324,4,5.16478597392351
"562","A25","Iron","Infected",175,354,4,5.16478597392351
"563","A25","Iron","Infected",180,380,4,5.19295685089021
"564","A25","Iron","Infected",182,445,4,5.2040066870768
"565","A25","Iron","Infected",185,478,4,5.22035582507832
"566","A25","Iron","Infected",195,508,4,5.27299955856375
"567","A25","Iron","Infected",215,536,4,5.37063802812766
"568","A25","Iron","Infected",210,569,4,5.34710753071747
"569","A25","Iron","Infected",235,599,4,5.45958551414416
"570","A25","Iron","Infected",265,627,4,5.57972982598622
"571","A25","Iron","Infected",280,655,4,5.63478960316925
"572","A25","Iron","Infected",290,668,4,5.66988092298052
"573","A25","Iron","Infected",315,723,4,5.75257263882563
"574","A25","Iron","Infected",330,751,4,5.79909265446053
"575","A25","Iron","Infected",345,781,4,5.84354441703136
"576","A26","Iron","Infected",125,122,4,4.8283137373023
"577","A26","Iron","Infected",145,150,4,4.97673374242057
"578","A26","Iron","Infected",150,166,4,5.01063529409626
"579","A26","Iron","Infected",165,179,4,5.10594547390058
"580","A26","Iron","Infected",175,219,4,5.16478597392351
"581","A26","Iron","Infected",185,247,4,5.22035582507832
"582","A26","Iron","Infected",195,276,4,5.27299955856375
"583","A26","Iron","Infected",205,296,4,5.32300997913841
"584","A26","Iron","Infected",215,324,4,5.37063802812766
"585","A26","Iron","Infected",220,354,4,5.39362754635236
"586","A26","Iron","Infected",235,380,4,5.45958551414416
"587","A26","Iron","Infected",264,445,4,5.57594910314632
"588","A26","Iron","Infected",285,478,4,5.65248918026865
"589","A26","Iron","Infected",275,508,4,5.61677109766657
"590","A26","Iron","Infected",295,536,4,5.68697535633982
"591","A26","Iron","Infected",290,569,4,5.66988092298052
"592","A26","Iron","Infected",305,599,4,5.72031177660741
"593","A26","Iron","Infected",325,627,4,5.78382518232974
"594","A26","Iron","Infected",325,655,4,5.78382518232974
"595","A26","Iron","Infected",325,668,4,5.78382518232974
"596","A26","Iron","Infected",340,723,4,5.82894561761021
"597","A26","Iron","Infected",335,751,4,5.81413053182507
"598","A26","Iron","Infected",345,781,4,5.84354441703136
